Step,Action,Node,StackState,VisitedSet
61,Push,61,"[61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[1, 2, 26]"
62,Push,54,"[54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[1, 2, 26]"
63,Push,53,"[53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[1, 2, 26]"
64,Push,51,"[51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[1, 2, 26]"
65,Push,46,"[46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[1, 2, 26]"
66,Push,32,"[32, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[1, 2, 26]"
67,Visit,32,"[46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
68,Push,83,"[83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
69,Push,70,"[70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
70,Push,52,"[52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
71,Push,47,"[47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
72,Push,42,"[42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
73,Push,40,"[40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
74,Push,36,"[36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
75,Push,97,"[97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
76,Push,88,"[88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
77,Push,83,"[83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
78,Push,82,"[82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
79,Push,81,"[81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
80,Push,74,"[74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
81,Push,61,"[61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
82,Push,59,"[59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
83,Push,57,"[57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
84,Push,47,"[47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
85,Push,25,"[25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
86,Push,20,"[20, 25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
87,Push,18,"[18, 20, 25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
88,Push,9,"[9, 18, 20, 25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
89,Push,0,"[0, 9, 18, 20, 25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
90,Push,20,"[20, 0, 9, 18, 20, 25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
91,Push,7,"[7, 20, 0, 9, 18, 20, 25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 26]"
92,Visit,7,"[20, 0, 9, 18, 20, 25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 7, 26]"
93,Push,83,"[83, 20, 0, 9, 18, 20, 25, 47, 57, 59, 61, 74, 81, 82, 83, 88, 97, 36, 40, 42, 47, 52, 70, 83, 46, 51, 53, 54, 61, 65, 84, 94, 96, 99, 31, 41, 48, 50, 53, 58, 76, 85, 54, 59, 63, 67, 71, 79, 91, 94, 5, 11, 34, 52, 55, 59, 9, 10, 20, 21, 30, 31, 56, 70, 80, 84, 85, 3, 4, 10, 14, 21, 26, 27, 31, 34, 39, 45, 46, 51, 63, 66, 91, 95]","[32, 1, 2, 7, 26]"
