Step,Action,Node,StackState,VisitedSet
82,Push,31,"[31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
83,Push,30,"[30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
84,Push,18,"[18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
85,Push,14,"[14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
86,Push,96,"[96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
87,Push,93,"[93, 96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
88,Push,79,"[79, 93, 96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
89,Push,75,"[75, 79, 93, 96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
90,Push,66,"[66, 75, 79, 93, 96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
91,Push,55,"[55, 66, 75, 79, 93, 96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
92,Push,33,"[33, 55, 66, 75, 79, 93, 96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
93,Push,12,"[12, 33, 55, 66, 75, 79, 93, 96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
94,Push,8,"[8, 12, 33, 55, 66, 75, 79, 93, 96, 14, 18, 30, 31, 59, 60, 70, 75, 76, 80, 88, 96, 97, 36, 50, 77, 82, 90, 8, 15, 23, 36, 42, 50, 64, 67, 72, 82, 87, 13, 19, 29, 72, 74, 79, 26, 27, 41, 75, 84, 94, 97, 12, 19, 24, 60, 62, 67, 74, 76, 89, 15, 27, 41, 50, 65, 70, 71, 72, 74, 77, 93, 30, 50, 57, 1, 4, 23, 34, 49, 58, 62, 86, 88, 94, 99]","[69, 5, 7, 9, 13]"
