Step,Action,Node,StackState,VisitedSet
48,Push,96,"[96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
49,Push,88,"[88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
50,Push,80,"[80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
51,Push,70,"[70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
52,Push,60,"[60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
53,Push,14,"[14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
54,Push,66,"[66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
55,Push,55,"[55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
56,Push,12,"[12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
57,Push,8,"[8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
58,Push,2,"[2, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[19, 7, 9, 27, 13]"
59,Visit,2,"[8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
60,Push,71,"[71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
61,Push,67,"[67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
62,Push,66,"[66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
63,Push,53,"[53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
64,Push,44,"[44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
65,Push,35,"[35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
66,Push,93,"[93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
67,Push,17,"[17, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[2, 19, 7, 9, 27, 13]"
68,Visit,17,"[93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[17, 2, 19, 7, 9, 27, 13]"
69,Push,79,"[79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[17, 2, 19, 7, 9, 27, 13]"
70,Push,80,"[80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[17, 2, 19, 7, 9, 27, 13]"
71,Push,79,"[79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[17, 2, 19, 7, 9, 27, 13]"
72,Push,26,"[26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[17, 2, 19, 7, 9, 27, 13]"
73,Push,16,"[16, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[17, 2, 19, 7, 9, 27, 13]"
74,Visit,16,"[26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13]"
75,Push,78,"[78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13]"
76,Push,44,"[44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13]"
77,Push,95,"[95, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13]"
78,Visit,95,"[44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
79,Push,89,"[89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
80,Push,73,"[73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
81,Push,68,"[68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
82,Push,67,"[67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
83,Push,53,"[53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
84,Push,50,"[50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
85,Push,46,"[46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
86,Push,93,"[93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
87,Push,78,"[78, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 95]"
88,Visit,78,"[93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
89,Push,98,"[98, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
90,Push,94,"[94, 98, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
91,Push,90,"[90, 94, 98, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
92,Push,66,"[66, 90, 94, 98, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
93,Push,74,"[74, 66, 90, 94, 98, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
94,Push,68,"[68, 74, 66, 90, 94, 98, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
95,Push,62,"[62, 68, 74, 66, 90, 94, 98, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
96,Push,33,"[33, 62, 68, 74, 66, 90, 94, 98, 93, 46, 50, 53, 67, 68, 73, 89, 44, 78, 26, 79, 80, 79, 93, 35, 44, 53, 66, 67, 71, 8, 12, 55, 66, 14, 60, 70, 80, 88, 96, 97, 29, 72, 79, 26, 75, 94, 97, 60, 69, 74, 76, 77, 14, 23, 34, 44, 52, 84, 90, 96, 21, 30, 33, 46, 88, 2, 3, 6, 17, 29, 31, 78, 91, 99, 65, 74, 79]","[16, 17, 2, 19, 7, 9, 27, 13, 78, 95]"
