Step,Action,Node,StackState,VisitedSet
23,Push,72,"[72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 12]"
24,Push,25,"[25, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 12]"
25,Visit,25,"[72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 25, 12]"
26,Push,86,"[86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 25, 12]"
27,Push,54,"[54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 25, 12]"
28,Push,51,"[51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 25, 12]"
29,Push,77,"[77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 25, 12]"
30,Push,52,"[52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 25, 12]"
31,Push,6,"[6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 25, 12]"
32,Push,4,"[4, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 25, 12]"
33,Visit,4,"[6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 4, 25, 12]"
34,Push,81,"[81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 4, 25, 12]"
35,Push,22,"[22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 4, 25, 12]"
36,Push,89,"[89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 4, 25, 12]"
37,Push,32,"[32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 4, 25, 12]"
38,Push,18,"[18, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 4, 25, 12]"
39,Visit,18,"[32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
40,Push,96,"[96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
41,Push,87,"[87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
42,Push,57,"[57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
43,Push,50,"[50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
44,Push,31,"[31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
45,Push,63,"[63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
46,Push,50,"[50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
47,Push,40,"[40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
48,Push,39,"[39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
49,Push,28,"[28, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12]"
50,Visit,28,"[39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
51,Push,99,"[99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
52,Push,88,"[88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
53,Push,73,"[73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
54,Push,71,"[71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
55,Push,68,"[68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
56,Push,64,"[64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
57,Push,36,"[36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
58,Push,33,"[33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
59,Push,85,"[85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
60,Push,68,"[68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
61,Push,32,"[32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
62,Push,26,"[26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
63,Push,24,"[24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
64,Push,22,"[22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
65,Push,14,"[14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
66,Push,3,"[3, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 4, 25, 12, 28]"
67,Visit,3,"[14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
68,Push,59,"[59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
69,Push,44,"[44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
70,Push,33,"[33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
71,Push,27,"[27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
72,Push,90,"[90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
73,Push,86,"[86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
74,Push,85,"[85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
75,Push,66,"[66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
76,Push,24,"[24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
77,Push,10,"[10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
78,Push,1,"[1, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 18, 3, 4, 25, 12, 28]"
79,Visit,1,"[10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 25, 12, 28]"
80,Push,53,"[53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 25, 12, 28]"
81,Push,56,"[56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 25, 12, 28]"
82,Push,6,"[6, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 25, 12, 28]"
83,Visit,6,"[56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
84,Push,87,"[87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
85,Push,79,"[79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
86,Push,75,"[75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
87,Push,72,"[72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
88,Push,46,"[46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
89,Push,27,"[27, 46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
90,Push,87,"[87, 27, 46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
91,Push,66,"[66, 87, 27, 46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 3, 4, 6, 25, 12, 28]"
92,Visit,66,"[87, 27, 46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 66, 3, 4, 6, 25, 12, 28]"
93,Push,78,"[78, 87, 27, 46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 66, 3, 4, 6, 25, 12, 28]"
94,Push,93,"[93, 78, 87, 27, 46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 66, 3, 4, 6, 25, 12, 28]"
95,Push,91,"[91, 93, 78, 87, 27, 46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 66, 3, 4, 6, 25, 12, 28]"
96,Push,63,"[63, 91, 93, 78, 87, 27, 46, 72, 75, 79, 87, 56, 53, 10, 24, 66, 85, 86, 90, 27, 33, 44, 59, 14, 22, 24, 26, 32, 68, 85, 33, 36, 64, 68, 71, 73, 88, 99, 39, 40, 50, 63, 31, 50, 57, 87, 96, 32, 89, 22, 81, 6, 52, 77, 51, 54, 86, 72, 73, 99, 32, 38, 40, 83, 94, 11, 14, 47, 78, 79, 81, 13, 35, 74, 88, 94, 96]","[0, 1, 18, 66, 3, 4, 6, 25, 12, 28]"
